"GENC","Country/Area Name","Year","GROUP","Population","% of Population","Male Population","% of Males","Female Population","% of Females","Sex ratio of the population"
"NG","Nigeria","2022","23","4041890","1.7957404454978318","2046105","1.8006352695405632","1995785","1.7907497577808362","1.0252131366855648"
"NG","Nigeria","2022","24","3874295","1.7212809426505975","1959491","1.7244122881999249","1914804","1.718088270629239","1.0233376366458395"
"NG","Nigeria","2022","25","3704739","1.6459502020869425","1872152","1.6475512845826115","1832587","1.6443177628663954","1.0215896980607195"
"NG","Nigeria","2022","26","3534804","1.570451078507213","1784010","1.5699836162919596","1750794","1.5709276958310345","1.0189719635776682"
"NG","Nigeria","2022","27","3373343","1.4987168036826815","1700603","1.496582893491043","1672740","1.5008925058712816","1.0166571015220536"
"NG","Nigeria","2022","28","3220237","1.4306945080119948","1621870","1.427295434305548","1598367","1.434160151566868","1.0147043826605529"
"NG","Nigeria","2022","29","3074617","1.3659981101205643","1547245","1.3616231413443047","1527372","1.3704587613601822","1.0130112376028892"
"NG","Nigeria","2022","30","2933585","1.3033400797166073","1474873","1.2979335576097506","1458712","1.3088524869522513","1.0110789518424472"
"NG","Nigeria","2022","31","2829767","1.257215573218238","1420418","1.2500114844009802","1409349","1.2645607519741173","1.0078539808095794"
"NG","Nigeria","2022","32","2772009","1.2315547124201796","1389674","1.2229558197470376","1382335","1.240322011850962","1.0053091327355526"
"NG","Nigeria","2022","33","2716724","1.2069925619090702","1360730","1.197484210400703","1355994","1.2166871316560988","1.0034926408228946"
"NG","Nigeria","2022","34","2664860","1.1839503013662798","1333969","1.1739337081302061","1330891","1.1941630666042158","1.0023127363548179"
"NG","Nigeria","2022","35","2615068","1.1618285938823483","1308489","1.1515105252202902","1306579","1.172348738852896","1.001461832770923"
"NG","Nigeria","2022","36","2555224","1.1352409600723306","1277523","1.1242594937450758","1277701","1.1464374951542036","0.9998606872812966"
"NG","Nigeria","2022","37","2475479","1.0998116629300965","1236675","1.0883119986310947","1238804","1.1115365447369987","0.99828140690537"
"NG","Nigeria","2022","38","2411256","1.0712785166467471","1203867","1.0594399505577616","1207389","1.083348937534477","0.9970829616635567"
"NG","Nigeria","2022","39","2358724","1.0479394754845948","1177217","1.0359871316979008","1181507","1.060125902372431","0.9963690439413393"
"NG","Nigeria","2022","40","2288325","1.0166624413192409","1141585","1.0046298768530764","1146740","1.028930659984716","0.9955046479585608"
"NG","Nigeria","2022","41","2210173","0.9819408859833593","1103441","0.9710619848234125","1106732","0.9930328471896023","0.9970263803703154"
"NG","Nigeria","2022","42","2131589","0.9470274006660938","1064645","0.936920312760104","1066944","0.9573324328851637","0.9978452477355887"
"NG","Nigeria","2022","43","2055167","0.9130744538204758","1026512","0.9033621010684312","1028655","0.9229770201149151","0.9979166970461428"
"NG","Nigeria","2022","44","1978105","0.8788371662616966","987405","0.8689467394491971","990700","0.888921294144146","0.996674068840214"
"NG","Nigeria","2022","45","1898021","0.8432572573979601","947019","0.8334058185308352","951002","0.8533016337677107","0.9958117858847826"
"NG","Nigeria","2022","46","1814872","0.8063156230876004","906096","0.7973923211123701","908776","0.8154136852802467","0.9970509784589382"
"NG","Nigeria","2022","47","1735079","0.7708650003918792","866620","0.7626522281550765","868459","0.7792386173323215","0.9978824561666123"
"NG","Nigeria","2022","48","1658561","0.736869402439287","828276","0.7289083299801229","830285","0.744986390136744","0.997580348916336"
"NG","Nigeria","2022","49","1582266","0.7029728794539368","790785","0.6959150980148302","791481","0.7101688854451427","0.9991206358712338"
"NG","Nigeria","2022","50","1512111","0.6718042501854757","754982","0.6644073579157831","757129","0.6793460083921097","0.9971642877237564"
"NG","Nigeria","2022","51","1443666","0.6413953437599919","720079","0.6336916454705399","723587","0.6492499166911074","0.99515193059024"
"NG","Nigeria","2022","52","1378508","0.6124467934660086","686523","0.6041613344138232","691985","0.6208945207715119","0.9921067653200575"
"NG","Nigeria","2022","53","1315999","0.5846751471550936","654606","0.5760733937177563","661393","0.5934453633772879","0.9897383250200713"
"NG","Nigeria","2022","54","1253577","0.5569421534098741","621160","0.5466398860409492","632417","0.5674461876236584","0.9822000357359147"
"NG","Nigeria","2022","55","1196462","0.5315669661720698","592164","0.5211225150968392","604298","0.5422159687177945","0.9799205027982882"
"NG","Nigeria","2022","56","1141172","0.5070025942491388","563993","0.4963311695020494","577179","0.5178830156786354","0.9771544009743944"
"NG","Nigeria","2022","57","1085889","0.48244133230275815","535704","0.47143598028153877","550185","0.49366222087281414","0.9736797622617847"
"NG","Nigeria","2022","58","1034231","0.4594905939270164","509303","0.44820228907256343","524928","0.4709999768774586","0.9702340130455986"
"NG","Nigeria","2022","59","964321","0.42843081383781223","471643","0.4150603319145008","492678","0.4420631526762386","0.9573047710675127"
"NG","Nigeria","2022","60","918285","0.4079778309142448","448461","0.3946594596139643","469824","0.42155703855857396","0.9545297813649366"
"NG","Nigeria","2022","61","873270","0.387978460284642","425823","0.3747373240286159","447447","0.4014789202593274","0.9516724885852402"
"NG","Nigeria","2022","62","827437","0.3676156666810303","402614","0.35431269089846523","424823","0.38117917729100487","0.9477217570611761"
"NG","Nigeria","2022","63","783509","0.34809923098143714","380350","0.33471968680480874","403159","0.36174080955471866","0.9434243065391074"
"NG","Nigeria","2022","64","715795","0.3180150949642669","344412","0.30309314255769104","371383","0.3332292893743165","0.9273768589299994"
"NG","Nigeria","2022","65","677713","0.30109593396645434","325496","0.28644648133618517","352217","0.3160322917730581","0.9241348373303957"
"NG","Nigeria","2022","66","640105","0.28438736280932675","306877","0.27006118924043454","333228","0.2989941102302064","0.9209220113555884"
"NG","Nigeria","2022","67","605656","0.2690822796410676","289732","0.2549730624354696","315924","0.28346782167275175","0.9170939846292147"
"NG","Nigeria","2022","68","567093","0.25194941882602","270636","0.23816799568320288","296457","0.2660007470456153","0.9129013651220919"
"NG","Nigeria","2022","69","543506","0.24147013069894152","257071","0.22623037887892464","286435","0.25700834852950283","0.8974845951088379"
"NG","Nigeria","2022","70","503382","0.22364374511319945","237741","0.20921938493666895","265641","0.2383506020972495","0.8949710323331113"
"NG","Nigeria","2022","71","462555","0.2055050290253445","217760","0.19163549099149504","244795","0.21964619783992756","0.889560652791111"
"NG","Nigeria","2022","72","427118","0.18976099488114298","200800","0.17671016987092308","226318","0.2030674164208285","0.8872471478185562"
"NG","Nigeria","2022","73","393987","0.17504147586904995","184502","0.1623674290912602","209485","0.18796374008659172","0.8807408645010383"
"NG","Nigeria","2022","74","378876","0.16832792506189842","179075","0.15759150233882246","199801","0.17927461743342538","0.8962667854515243"
"NG","Nigeria","2022","75","342816","0.15230710300472916","161089","0.141763269692914","181727","0.16305743415860827","0.8864340466744072"
"NG","Nigeria","2022","76","307223","0.13649376081169465","143645","0.12641201370074076","163578","0.14677295594378834","0.8781437601633472"
"NG","Nigeria","2022","77","271784","0.12074883810276449","126436","0.11126756492928302","145348","0.13041579919376534","0.8698846905358175"
"NG","Nigeria","2022","78","238979","0.1061741551414379","110531","0.09727067622511454","128448","0.11525200604645934","0.8605116467364226"
"NG","Nigeria","2022","79","212242","0.09429537756676973","98609","0.0867789499043917","113633","0.1019590122312322","0.8677848864326384"
"NG","Nigeria","2022","80","183401","0.08148182989758453","84454","0.07432211497150866","98947","0.08878176571280993","0.8535276461135759"
"NG","Nigeria","2022","81","156046","0.06932848582177019","71161","0.06262386652482449","84885","0.0761644130952113","0.8383224362372622"
"NG","Nigeria","2022","82","130824","0.05812279602903799","59027","0.051945573690094504","71797","0.06442099743178283","0.8221374152123347"
"NG","Nigeria","2022","83","108206","0.04807401751297992","48334","0.04253540513217727","59872","0.05372110197133169","0.807288882950294"
"NG","Nigeria","2022","84","88143","0.03916038043774457","38998","0.034319438270051086","49145","0.04409613101919255","0.7935293519177943"
"NG","Nigeria","2022","85","70737","0.03142720160449199","30934","0.027222870491967803","39803","0.03571387329243913","0.7771775996784162"
"NG","Nigeria","2022","86","55729","0.024759411880864817","24064","0.02117705940126441","31665","0.02841192366919792","0.759955787146692"
"NG","Nigeria","2022","87","43032","0.019118358701167695","18344","0.01614328364597716","24688","0.022151699717200643","0.7430330524951393"
"NG","Nigeria","2022","88","32536","0.014455171005326088","13685","0.012043220491452103","18851","0.016914358853246488","0.7259561826958782"
"NG","Nigeria","2022","89","24161","0.01073430620419485","10040","0.008835508493546154","14121","0.012670291303734212","0.7109978046880533"
"NG","Nigeria","2022","90","17437","0.007746951586546318","7139","0.0062825393561181265","10298","0.009240043895322918","0.6932414060982716"
"NG","Nigeria","2022","91","12268","0.005450456045406333","4947","0.004353512003742313","7321","0.0065688834101436284","0.675727359650321"
"NG","Nigeria","2022","92","8400","0.0037319718602390932","3334","0.0029340224419803665","5066","0.004545548880724986","0.6581129095933675"
"NG","Nigeria","2022","93","5598","0.002487092675430767","2185","0.001922867137290672","3413","0.003062368403062451","0.6401992382068561"
"NG","Nigeria","2022","94","3637","0.0016158549590106646","1400","0.0012320430170283483","2237","0.0020071837438179613","0.6258381761287438"
"NG","Nigeria","2022","95","2282","0.0010138523553649536","862","0.0007585864861988829","1420","0.0012741175307203869","0.6070422535211267"
"NG","Nigeria","2022","96","1389","0.000617108204032393","516","0.00045409585484759116","873","0.0007833131016330266","0.5910652920962199"
"NG","Nigeria","2022","97","816","0.00036253440928036906","297","0.0002613691257552996","519","0.0004656809848196343","0.5722543352601156"
"NG","Nigeria","2022","98","469","0.00020836842886334936","168","0.00014784516204340177","301","0.00027007702587805385","0.5581395348837209"
"NG","Nigeria","2022","99","258","0.00011462484999305788","91","0.00008008279610684264","167","0.00014984339973965114","0.5449101796407185"
"NG","Nigeria","2022","100+","277","0.00012306621491502725","94","0.0000827228882861891","183","0.0001641996536069231","0.5136612021857924"
"US","United States","2022","TOTAL","333287557","100","165283553","100","168004004","100","0.9838072252135134"
"US","United States","2022","0","3683113","1.1050856603086445","1882867","1.1391738414529364","1800246","1.0715494614045034","1.0458942833368328"
"US","United States","2022","1","3588817","1.0767929749024505","1834594","1.1099676687129298","1754223","1.0441554714374546","1.0458157258227716"
"US","United States","2022","2","3693362","1.1081607826121154","1888149","1.142369561719187","1805213","1.0745059385608453","1.0459425009680299"
"US","United States","2022","3","3742836","1.1230050211565505","1911373","1.156420566539975","1831463","1.0901305661738871","1.0436317850811072"
"US","United States","2022","4","3830225","1.14922532196424","1958112","1.1846986372564243","1872113","1.114326418077512","1.0459368638538378"
"US","United States","2022","5","3907298","1.172350397707767","1999653","1.2098318094601948","1907645","1.1354759140145256","1.04823119605587"
"US","United States","2022","6","4008898","1.2028345840705958","2048936","1.2396490532848117","1959962","1.1666162432652498","1.0453957780814118"
"US","United States","2022","7","4043729","1.2132853192596085","2065602","1.249732331201762","1978127","1.177428485573475","1.0442211243261934"
"US","United States","2022","8","4031341","1.209568408820015","2064359","1.248980290253078","1966982","1.170794715106909","1.0495057911053585"
"US","United States","2022","9","4017929","1.205544256187158","2053396","1.2423474463911117","1964533","1.1693370117536008","1.045233650949106"
"US","United States","2022","10","4024547","1.207529928877603","2059922","1.2462958126269224","1964625","1.169391772353235","1.0485064579754406"
"US","United States","2022","11","4068564","1.2207368425698533","2087189","1.2627929168487806","1981375","1.1793617728301284","1.0534043278026624"
"US","United States","2022","12","4152811","1.2460144139134484","2127260","1.2870367083650482","2025551","1.2056563842371282","1.050213003770332"
"US","United States","2022","13","4240884","1.2724399429049191","2171725","1.31393896160981","2069159","1.231612908463777","1.0495689311454557"
"US","United States","2022","14","4403033","1.3210913241504543","2255757","1.36478007584941","2147276","1.2781100145684623","1.050520287098631"
"US","United States","2022","15","4396566","1.3191509576818674","2253101","1.363173140403147","2143465","1.2758416162510031","1.051148957412414"
"US","United States","2022","16","4325808","1.297920642143865","2214662","1.3399167429562697","2111146","1.2566045747338261","1.0490330844006053"
"US","United States","2022","17","4291066","1.28749661062204","2197612","1.3296011370229923","2093454","1.2460738733345902","1.0497541383761"
"US","United States","2022","18","4326642","1.2981708765083","2216084","1.3407770826417313","2110558","1.2562545830752938","1.0499990997641382"
"US","United States","2022","19","4295710","1.2888900019750813","2200584","1.3313992590660244","2095126","1.2470690877105526","1.0503349201909575"
"US","United States","2022","20","4438006","1.331584665190486","2258683","1.3665503669321533","2179323","1.2971851551823728","1.036414978413021"
"US","United States","2022","21","4723644","1.4172878347210545","2405533","1.455397682551028","2318111","1.379795091074139","1.0377126030634427"
"US","United States","2022","22","4663473","1.3992340554135958","2384589","1.4427261253271824","2278884","1.356446242793118","1.046384546119943"
"US","United States","2022","23","4483807","1.345326852391312","2297375","1.389959834660621","2186432","1.301416601951939","1.050741573485935"
"US","United States","2022","24","4396849","1.3192358693427009","2255808","1.3648109319140784","2141041","1.2743987934954217","1.0536033639710776"
"US","United States","2022","25","4346308","1.3040714868332153","2227227","1.347518830261351","2119081","1.2613276764522827","1.0510343870762844"
"US","United States","2022","26","4351553","1.305645202950076","2229098","1.34865082432007","2122455","1.263335961921479","1.0502451170931775"
"US","United States","2022","27","4419629","1.3260708079779888","2260402","1.3675903978177428","2159227","1.285223535505737","1.0468570465263727"
"US","United States","2022","28","4503844","1.3513387780030444","2301832","1.3926564127042937","2202012","1.3106901904552226","1.045331269766014"
"US","United States","2022","29","4571830","1.371737379322565","2334183","1.4122294430589837","2237647","1.3319009944548703","1.0431417466651354"
"US","United States","2022","30","4672812","1.4020361402211003","2378345","1.4389483749783623","2294467","1.365721616968129","1.0365566382083509"
"US","United States","2022","31","4739263","1.4219741782919306","2406868","1.4562053854202905","2332395","1.38829726939127","1.0319298403572295"
"US","United States","2022","32","4751526","1.4256535835809796","2410880","1.458632729174209","2340646","1.3932084618649923","1.0300062461388864"
"US","United States","2022","33","4614523","1.3845470384602447","2342421","1.417213605034253","2272102","1.3524094342418171","1.0309488746543949"
"US","United States","2022","34","4530012","1.359190256238699","2298306","1.3905231090960393","2231706","1.3283647692110956","1.0298426405628698"
"US","United States","2022","35","4476550","1.343149453371282","2275255","1.3765767728867735","2201295","1.3102634149124208","1.0335984045754885"
"US","United States","2022","36","4483170","1.3451357261441357","2279725","1.3792812162018322","2203445","1.3115431463169176","1.0346185178209577"
"US","United States","2022","37","4478749","1.3438092439796665","2274047","1.3758459076687444","2204702","1.3122913427706164","1.0314532304139064"
"US","United States","2022","38","4383099","1.3151103027827709","2221480","1.3440417752878293","2161619","1.2866473110962284","1.0276926692446726"
"US","United States","2022","39","4446381","1.3340975102769888","2251793","1.3623817730975325","2194588","1.3062712481543","1.0260663960615841"
"US","United States","2022","40","4438786","1.3318186973298856","2245861","1.3587927892619782","2192925","1.3052813907935195","1.0241394484535495"
"US","United States","2022","41","4375219","1.3127459780924255","2212461","1.3385850920085196","2162758","1.2873252711286571","1.0229813044270326"
"US","United States","2022","42","4356125","1.3070169913364031","2201177","1.3317580364454047","2154948","1.282676572398834","1.0214524898048585"
"US","United States","2022","43","4175926","1.2529498663521963","2103878","1.2728901102458754","2072048","1.2333325103370751","1.015361613244481"
"US","United States","2022","44","4081360","1.2245761698208253","2054512","1.2430226496885628","2026848","1.2064283896471895","1.0136487787934765"
"US","United States","2022","45","4029138","1.208907418046813","2022952","1.2239281908466717","2006186","1.1941298732380212","1.0083571513309335"
"US","United States","2022","46","3891868","1.1677207619245142","1954487","1.1825054365814607","1937381","1.1531754921745794","1.0088294455246543"
"US","United States","2022","47","3935451","1.1807974577340732","1975285","1.1950886607574318","1960166","1.1667376689426996","1.007713122255972"
"US","United States","2022","48","3859402","1.1579796241838094","1935301","1.1708975060573632","1924101","1.145270918662153","1.0058209002541967"
"US","United States","2022","49","3908239","1.1726327364810682","1956964","1.1840040732909463","1951275","1.1614455331671738","1.0029155295896273"
"US","United States","2022","50","4094089","1.2283953943111052","2053180","1.2422167618819278","2040909","1.2147978330325984","1.0060125169716043"
"US","United States","2022","51","4334593","1.300556504124155","2178352","1.3179484349540815","2156241","1.2834461969132591","1.01025441961265"
"US","United States","2022","52","4265282","1.2797603482088593","2141727","1.295789545376","2123555","1.263990708221454","1.0085573484086827"
"US","United States","2022","53","4102135","1.2308095258413743","2055311","1.2435060613683686","2046824","1.2183185824547371","1.0041464239231122"
"US","United States","2022","54","4011448","1.2035996891417102","2006071","1.2137148334414132","2005377","1.1936483370955848","1.0003460695919022"
"US","United States","2022","55","4021403","1.2065865993310996","2002636","1.2116365867328613","2018767","1.201618385238009","0.9920094790533033"
"US","United States","2022","56","4075771","1.2228992395296654","2025685","1.2255817129003754","2050086","1.220260202846118","0.9880975724920809"
"US","United States","2022","57","4228510","1.2687272330421864","2089903","1.2644349435058428","2138607","1.2729500185007494","0.9772262973047409"
"US","United States","2022","58","4322714","1.2969923146575797","2132414","1.2901549859591899","2190300","1.3037189280322152","0.9735716568506597"
"US","United States","2022","59","4318616","1.2957627458021184","2123285","1.2846317503835363","2195331","1.3067134995187377","0.9671821697958075"
"US","United States","2022","60","4327473","1.2984202107491218","2123424","1.2847158482852798","2204049","1.3119026615579947","0.9634195972957044"
"US","United States","2022","61","4313536","1.2942385364839768","2110242","1.2767404630997978","2203294","1.3114532675066481","0.957766870876061"
"US","United States","2022","62","4231279","1.2695580471370553","2065836","1.2498739060867115","2165443","1.2889234473245055","0.9540015599579393"
"US","United States","2022","63","4144198","1.243430159020308","2012947","1.217874956983772","2131251","1.2685715514256435","0.9444908178342204"
"US","United States","2022","64","4101937","1.2307501176829112","1985531","1.201287704651412","2116406","1.259735452495525","0.9381616759733246"
"US","United States","2022","65","4020640","1.206357667892174","1936851","1.171835288414934","2083789","1.2403210342534454","0.9294851830007741"
"US","United States","2022","66","3833262","1.150136547101877","1833694","1.1094231499246632","1999568","1.1901906814078074","0.9170450817376553"
"US","United States","2022","67","3737326","1.1213517941205347","1779401","1.0765747515120274","1957925","1.1654037721624777","0.9088197964681998"
"US","United States","2022","68","3598472","1.0796898727305322","1703295","1.0305290327344305","1895177","1.1280546623162624","0.8987524648093556"
"US","United States","2022","69","3441722","1.032658413947329","1620660","0.9805331326583958","1821062","1.0839396422956682","0.8899532250961252"
"US","United States","2022","70","3305273","0.9917180916538088","1550197","0.9379015466832323","1755076","1.0446631974318898","0.8832648842557246"
"US","United States","2022","71","3141497","0.9425785433687822","1461923","0.8844939338882678","1679574","0.9997226018494179","0.8704129737659668"
"US","United States","2022","72","2988811","0.8967664520400922","1385218","0.8380858076060358","1603593","0.9544968940145022","0.8638214309990129"
"US","United States","2022","73","2898395","0.8696379265068093","1337885","0.8094483544893302","1560510","0.9288528623401142","0.8573383060666064"
"US","United States","2022","74","2823041","0.847028621593575","1301548","0.7874637109234941","1521493","0.9056290110799978","0.8554413329538815"
"US","United States","2022","75","2959404","0.8879431403435202","1370943","0.8294491346032477","1588461","0.9454899658224812","0.8630636823944686"
"US","United States","2022","76","2083434","0.6251160465615583","944972","0.5717277870956706","1138462","0.6776398019656722","0.8300426364692014"
"US","United States","2022","77","1986144","0.5959250377895146","892694","0.5400985057478768","1093450","0.6508475833706916","0.8164012986419132"
"US","United States","2022","78","1915774","0.5748111382388033","853900","0.5166273258900721","1061874","0.6320527932179522","0.8041443711777481"
"US","United States","2022","79","1916244","0.5749521576048517","847177","0.5125597705417188","1069067","0.6363342387958801","0.7924451881874569"
"US","United States","2022","80","1623833","0.4872168089971628","708405","0.428599813557977","915428","0.5448846326305413","0.7738511384838568"
"US","United States","2022","81","1441506","0.43251119633008084","619177","0.3746150108474495","822329","0.48946988192019525","0.7529553256664911"
"US","United States","2022","82","1303339","0.3910554032474726","550678","0.33317168587245943","752661","0.44800182262322746","0.7316414693999025"
"US","United States","2022","83","1193273","0.358031068048544","498171","0.3014038547440954","695102","0.41374132964116733","0.7166876228237007"
"US","United States","2022","84","1097594","0.329323425656722","448728","0.27148980757934216","648866","0.3862205569814872","0.6915572706845481"
"US","United States","2022","85","962356","0.28874645326167997","385810","0.2334231041124824","576546","0.3431739638776704","0.6691747059211234"
"US","United States","2022","86","870823","0.2612827817031285","342021","0.20692984497979663","528802","0.31475559356311533","0.6467846188176293"
"US","United States","2022","87","798679","0.23963660905588505","301529","0.1824313396747951","497150","0.2959155663932867","0.6065151362767777"
"US","United States","2022","88","672727","0.2018458192845165","247556","0.149776547942432","425171","0.2530719446424622","0.5822504357070449"
"US","United States","2022","89","601746","0.18054859455794203","216093","0.1307407761254987","385653","0.2295498862039026","0.5603301413446803"
"US","United States","2022","90","524576","0.1573944148175925","181862","0.11003030652420691","342714","0.2039915667724205","0.5306523807022765"
"US","United States","2022","91","450431","0.13514785972042756","151126","0.09143438488401807","299305","0.1781534921036763","0.5049230717829639"
"US","United States","2022","92","380133","0.11405556313642998","122548","0.07414409829391796","257585","0.15332075061734837","0.475757516936157"
"US","United States","2022","93","304906","0.09148436345614908","94186","0.05698449621300191","210720","0.12542558211886426","0.44697228549734247"
"US","United States","2022","94","248895","0.07467875555882213","73000","0.04416652393720021","175895","0.10469690948556201","0.41502032462548677"
"US","United States","2022","95","194667","0.0584081211288665","54267","0.032832667869863615","140400","0.08356943683318405","0.386517094017094"
"US","United States","2022","96","145421","0.04363229197902519","38560","0.023329604972855345","106861","0.0636062221469436","0.3608425899065141"
"US","United States","2022","97","109622","0.032891116904193336","27374","0.01656184145557423","82248","0.04895597607304645","0.33282268261842235"
"US","United States","2022","98","78028","0.0234116150936892","18465","0.011171710472608246","59563","0.035453321695832915","0.3100078908046942"
"US","United States","2022","99","53870","0.01616321967879527","12345","0.007468982712393653","41525","0.024716672824059597","0.29729078868151715"
"US","United States","2022","100+","88988","0.026700066693458945","17085","0.010336781663932407","71903","0.042798384733735276","0.23761178254036688"
