"GENC","Country/Area Name","Year","GROUP","Population","% of Population","Male Population","% of Males","Female Population","% of Females","Sex ratio of the population"
"ID","Indonesia","2022","36","4133756","1.4905594331599377","2028537","1.4621207919961687","2105219","1.519028762613527","0.9635752859916237"
"ID","Indonesia","2022","37","4168990","1.5032641915123799","2038325","1.4691757475193161","2130665","1.537389420527722","0.9566614179141254"
"ID","Indonesia","2022","38","4172964","1.5046971457523923","2034791","1.4666285251226259","2138173","1.5428068464343392","0.9516493754247201"
"ID","Indonesia","2022","39","4152807","1.4974288874192434","2021368","1.456953548826426","2131439","1.5379479031664705","0.9483583625897809"
"ID","Indonesia","2022","40","4117211","1.484593598257822","2001323","1.4425055938344473","2115888","1.526727020071931","0.9458548845685594"
"ID","Indonesia","2022","41","4083294","1.4723637268540706","1983317","1.4295273011137908","2099977","1.515246377610532","0.9444470106101162"
"ID","Indonesia","2022","42","3954696","1.4259935584199632","1913130","1.3789381957497597","2041566","1.4730996987837597","0.937089469554254"
"ID","Indonesia","2022","43","3957354","1.4269519862936304","1938541","1.3972538347770067","2018813","1.456682185244434","0.9602380210549466"
"ID","Indonesia","2022","44","3977122","1.4340799780944782","1950466","1.4058490886198276","2026656","1.4623413316729899","0.9624060521371165"
"ID","Indonesia","2022","45","3961688","1.428514750177932","1940460","1.3986370039278977","2021228","1.4584247376637842","0.9600401340175378"
"ID","Indonesia","2022","46","3933324","1.4182871925373386","1922326","1.3855664518787811","2010998","1.4510432423221895","0.9559064703197119"
"ID","Indonesia","2022","47","3945881","1.4228150250466085","1926996","1.3889324758155506","2018885","1.456734137117806","0.9544852728114777"
"ID","Indonesia","2022","48","3874932","1.3972320682336608","1893603","1.3648636027276413","1981329","1.4296354627239716","0.955723658211231"
"ID","Indonesia","2022","49","3770315","1.3595090250209279","1849214","1.3328690767042473","1921101","1.3861777206483552","0.9625803120189933"
"ID","Indonesia","2022","50","3630404","1.3090595885150385","1794745","1.2936091285646572","1835659","1.3245267211394085","0.977711546643467"
"ID","Indonesia","2022","51","3461975","1.2483270646873874","1731187","1.24779804732843","1730788","1.2488566529118068","1.0002305308333546"
"ID","Indonesia","2022","52","3279863","1.182660692629718","1663028","1.1986706756996814","1616835","1.1666334331013744","1.0285700148747399"
"ID","Indonesia","2022","53","3109418","1.1212012347940488","1596197","1.1505004946037014","1513221","1.0918703579963909","1.0548340262261757"
"ID","Indonesia","2022","54","2965113","1.0691673994631425","1533138","1.105049080593266","1431975","1.0332469982189527","1.070645786413869"
"ID","Indonesia","2022","55","2864570","1.0329133687249474","1479342","1.066274214704093","1385228","0.9995165228784325","1.0679411620325319"
"ID","Indonesia","2022","56","2780323","1.0025353878849013","1425662","1.027582958831336","1354661","0.9774607879706592","1.0524123747564889"
"ID","Indonesia","2022","57","2692368","0.9708203677086784","1370023","0.9874797027675448","1322345","0.9541430554722261","1.0360556435725927"
"ID","Indonesia","2022","58","2597700","0.9366847582488106","1312257","0.945843356144116","1285443","0.9275162772615201","1.020859734737363"
"ID","Indonesia","2022","59","2510372","0.9051958232030578","1255389","0.9048542663719116","1254983","0.9055377486100078","1.0003235103583077"
"ID","Indonesia","2022","60","2424762","0.8743263686264398","1198466","0.8638255339195097","1226296","0.8848385348402791","0.977305642357147"
"ID","Indonesia","2022","61","2332918","0.8412090437095503","1139706","0.8214727359485116","1193212","0.8609666490258788","0.9551580104792777"
"ID","Indonesia","2022","62","2236773","0.8065408541257523","1075145","0.7749387163806827","1161628","0.8381770939067272","0.925550176132118"
"ID","Indonesia","2022","63","2133132","0.769169739281981","1010509","0.7283506386125846","1122623","0.8100328880612828","0.9001321013376707"
"ID","Indonesia","2022","64","2019268","0.7281123911227468","955351","0.6885940758065207","1063917","0.7676733508644449","0.8979563255404321"
"ID","Indonesia","2022","65","1904270","0.6866461425840023","914212","0.6589420717947967","990058","0.714380108984207","0.9233923669118375"
"ID","Indonesia","2022","66","1783451","0.6430809442135734","876014","0.6314098700096334","907437","0.6547646127361244","0.9653717007351474"
"ID","Indonesia","2022","67","1680274","0.6058771395779967","845376","0.609326734811617","834898","0.6024238218677052","1.012550036052308"
"ID","Indonesia","2022","68","1577757","0.5689113192902833","806462","0.5812784574078828","771295","0.5565308357277796","1.0455947464977733"
"ID","Indonesia","2022","69","1451205","0.5232789023345518","746489","0.5380513581445289","704716","0.508490505488481","1.0592763609737823"
"ID","Indonesia","2022","70","1299023","0.4684047598701331","662631","0.47760852403540743","636392","0.4591910638737099","1.0412308765666445"
"ID","Indonesia","2022","71","1139716","0.41096146819582763","569975","0.41082430264669384","569741","0.41109878176103937","1.000410712937984"
"ID","Indonesia","2022","72","977725","0.35255037350687857","478099","0.344602286540781","499626","0.36050703729614164","0.9569137715010828"
"ID","Indonesia","2022","73","844382","0.30446924184457297","404029","0.2912144079548069","440353","0.3177383790964999","0.9175116327128463"
"ID","Indonesia","2022","74","763267","0.2752206049098414","355045","0.25590791619491277","408222","0.2945541340504808","0.8697350951198123"
"ID","Indonesia","2022","75","737847","0.266054601693656","333464","0.24035284926141867","404383","0.2917840890244416","0.8246241805417142"
"ID","Indonesia","2022","76","738187","0.2661771996910401","324808","0.23411381217433627","413379","0.2982751869807451","0.7857389949658787"
"ID","Indonesia","2022","77","738375","0.26624498917194656","316418","0.22806650150420907","421957","0.3044646754499727","0.7498820969909256"
"ID","Indonesia","2022","78","717184","0.25860388869381185","299475","0.2158543936753693","417709","0.301399514921029","0.716946486668949"
"ID","Indonesia","2022","79","675189","0.24346123310515308","275552","0.19861126934146547","399637","0.2883595947046754","0.6895057264467505"
"ID","Indonesia","2022","80","607709","0.2191291364478679","242840","0.17503324471200163","364869","0.2632726122964095","0.6655539385368447"
"ID","Indonesia","2022","81","529561","0.19095034733148492","207359","0.14945939132859473","322202","0.23248607644696517","0.6435683204945966"
"ID","Indonesia","2022","82","457535","0.1649790433327057","175672","0.12662016210281152","281863","0.2033793178365465","0.6232531407102032"
"ID","Indonesia","2022","83","393655","0.14194504311831063","148459","0.10700568471709376","245196","0.17692210476809603","0.605470725460448"
"ID","Indonesia","2022","84","332143","0.1197649018974611","123107","0.08873257147405858","209036","0.15083071947463955","0.5889272661168411"
"ID","Indonesia","2022","85","276012","0.09952505427638708","100148","0.07218427520761628","175864","0.12689533692611804","0.5694627666833463"
"ID","Indonesia","2022","86","225286","0.0812341542313745","79724","0.0574631461102768","145562","0.10503081377450528","0.5476978881851032"
"ID","Indonesia","2022","87","179555","0.06474436300087201","61838","0.04457134651005088","117717","0.0849391483017095","0.525310702787193"
"ID","Indonesia","2022","88","140318","0.05059619352040521","47019","0.0338901669128381","93299","0.06732024769065806","0.5039603854274965"
"ID","Indonesia","2022","89","108942","0.039282561855927135","35599","0.02565890495183061","73343","0.0529209201210724","0.4853769275868181"
"ID","Indonesia","2022","90","83932","0.030264397401293136","26847","0.019350673368403508","57085","0.04118989849217264","0.4702986774108785"
"ID","Indonesia","2022","91","63546","0.022913565711082464","19925","0.014361461871547652","43621","0.03147489817162237","0.45677540634098257"
"ID","Indonesia","2022","92","47401","0.017091963747065432","14558","0.010493057060275571","32843","0.023697991349363685","0.44326035989404133"
"ID","Indonesia","2022","93","34070","0.012285040502574193","10218","0.0073648892046912886","23852","0.017210501162044353","0.4283917491195707"
"ID","Indonesia","2022","94","23089","0.008325485769414016","6750","0.004865238024238227","16339","0.011789467486443177","0.41312197808923434"
"ID","Indonesia","2022","95","14513","0.005233131576573503","4127","0.0029746425668194312","10386","0.007494057733900412","0.3973618332370499"
"ID","Indonesia","2022","96","8547","0.0030818973048283424","2362","0.0017024729204815838","6185","0.004462810233407862","0.3818916734033953"
"ID","Indonesia","2022","97","4751","0.0017131267222697383","1277","0.0009204309565855134","3474","0.0025066778901954587","0.36758779504893496"
"ID","Indonesia","2022","98","2593","0.0009349900212261485","681","0.0004908484584453677","1912","0.0013796108595433842","0.3561715481171548"
"ID","Indonesia","2022","99","1452","0.0005235655652990234","367","0.00026452479331784135","1085","0.0007828858695630606","0.3382488479262673"
"ID","Indonesia","2022","100+","2033","0.0007330639078876822","463","0.00033371928966256277","1570","0.001132839461026733","0.2949044585987261"
"NG","Nigeria","2022","TOTAL","225082083","100","113632396","100","111449687","100","1.019584702826487"
"NG","Nigeria","2022","0","7280785","3.2347243738632008","3731908","3.2841937082801635","3548877","3.184286197232658","1.0515743430950129"
"NG","Nigeria","2022","1","6995401","3.1079332956057635","3578667","3.1493369197284196","3416734","3.065718793808726","1.0473940903798773"
"NG","Nigeria","2022","2","6785546","3.014698420042612","3470389","3.0540489527299943","3315157","2.9745772188664827","1.0468249316699028"
"NG","Nigeria","2022","3","6609512","2.9364896183229297","3379474","2.9740409592349","3230038","2.8982028455584627","1.0462644711919797"
"NG","Nigeria","2022","4","6446351","2.864000063479064","3295382","2.9000374153863655","3150969","2.8272569307440047","1.0458312982450795"
"NG","Nigeria","2022","5","6300078","2.7990135492037367","3219810","2.8335317333271757","3080268","2.76381933670213","1.0453019023020076"
"NG","Nigeria","2022","6","6171544","2.741908159788978","3152997","2.7747342404009503","3018547","2.7084391901432614","1.0445412975183093"
"NG","Nigeria","2022","7","6061227","2.692896262204931","3095487","2.724123673322879","2965740","2.6610572715201974","1.043748609116106"
"NG","Nigeria","2022","8","5960785","2.648271652968486","3043118","2.6780373442094807","2917667","2.617923009510112","1.0429970246775935"
"NG","Nigeria","2022","9","5859695","2.603359148759966","2990393","2.6316377241574664","2869302","2.574526745866949","1.0422022498851637"
"NG","Nigeria","2022","10","5760401","2.559244575677754","2938758","2.5861973375972815","2821643","2.5317639519256794","1.041505959471131"
"NG","Nigeria","2022","11","5661946","2.5155027554992015","2887592","2.541169685447801","2774354","2.4893331463550905","1.0408159881543595"
"NG","Nigeria","2022","12","5563607","2.4718124720749097","2836529","2.496232676463145","2727078","2.4469140052407683","1.0401348989651193"
"NG","Nigeria","2022","13","5464256","2.4276725748979318","2785010","2.450894373467228","2679246","2.403995984304559","1.039475285210839"
"NG","Nigeria","2022","14","5363026","2.3826978711584075","2732510","2.4046927603286656","2630516","2.360272218620049","1.0387733813441926"
"NG","Nigeria","2022","15","5258776","2.3363814346786542","2678252","2.3569440531730055","2580524","2.3154161034117573","1.0378713780612"
"NG","Nigeria","2022","16","5149318","2.2877511756455533","2620878","2.306453170273731","2528440","2.2686829080103204","1.0365593013874168"
"NG","Nigeria","2022","17","5036644","2.2376921045288176","2561729","2.2544002328350095","2474915","2.2206567524949623","1.0350775683205282"
"NG","Nigeria","2022","18","4922677","2.1870585763150237","2502350","2.202144888329205","2420327","2.171676803363297","1.0338892224067244"
"NG","Nigeria","2022","19","4770668","2.11952365839799","2423441","2.132702543735855","2347227","2.1060866685071984","1.0324698037301037"
"NG","Nigeria","2022","20","4582066","2.0357311159236073","2325783","2.046760503052316","2256283","2.0244857215256244","1.0308028735756996"
"NG","Nigeria","2022","21","4393588","1.9519936644623999","2228185","1.9608712642123642","2165403","1.9429421995595195","1.0289932174288112"
"NG","Nigeria","2022","22","4212494","1.871536793979288","2134568","1.8784854276944052","2077926","1.8644520733378103","1.0272589110488053"
